age,gender,caste_category,region,income_bracket,health_score,access_to_hospital
40,1,0,0,1,0.11,TRUE
53,1,2,0,2,0.43,TRUE
10,0,0,1,1,0.5,TRUE
72,0,0,1,1,0.8,TRUE
22,1,1,1,1,0.36,TRUE
21,1,2,0,1,0.39,TRUE
20,0,1,0,2,0.2,TRUE
69,0,1,1,2,0.36,TRUE
1,1,3,1,0,0.28,TRUE
27,1,0,1,1,0.3,TRUE
36,0,1,0,0,0.16,TRUE
33,0,0,1,1,0.43,TRUE
90,0,1,0,1,0.22,TRUE
63,0,0,1,2,0.07,TRUE
14,0,0,1,1,0.24,TRUE
86,0,3,1,1,0.62,TRUE
32,1,0,0,1,0.24,TRUE
11,1,2,0,1,0.07,TRUE
93,0,1,0,1,0.15,TRUE
93,0,0,0,0,0.37,TRUE
74,1,0,1,2,0.66,FALSE
65,0,0,0,1,0.3,FALSE
49,0,1,0,1,0.23,TRUE
84,0,1,1,2,0.05,FALSE
94,0,1,0,2,0.1,TRUE
34,0,1,0,1,0.25,TRUE
61,0,0,1,2,0.38,TRUE
56,1,2,1,2,0.33,TRUE
95,0,2,1,2,0.23,FALSE
39,1,1,1,2,0.37,FALSE
50,1,1,1,0,0.15,FALSE
30,2,3,1,2,0.09,FALSE
14,0,2,0,0,0.43,TRUE
35,0,0,1,2,0.15,FALSE
25,1,0,0,2,0.09,TRUE
53,0,3,0,1,0.32,TRUE
56,1,2,0,1,0.37,TRUE
29,1,3,1,1,0.3,FALSE
40,1,1,1,0,0.18,TRUE
65,1,1,1,1,0.07,TRUE
53,1,0,0,2,0.23,TRUE
99,0,3,1,2,0.35,TRUE
64,0,2,0,2,0.44,TRUE
21,1,1,0,0,0.48,TRUE
81,1,1,1,2,0.23,TRUE
14,2,0,1,2,0.24,FALSE
10,0,0,1,0,0.3,TRUE
74,0,1,1,0,0.24,TRUE
1,0,1,1,1,0.27,TRUE
12,0,1,0,2,0.55,TRUE
79,0,3,1,2,0.44,FALSE
15,0,3,0,2,0.58,TRUE
42,1,1,1,2,0.55,TRUE
97,0,1,0,0,0.07,TRUE
70,0,0,1,1,0.53,TRUE
30,1,2,1,1,0.21,TRUE
28,1,0,0,0,0.1,TRUE
31,1,0,1,1,0.52,TRUE
17,1,2,1,2,0.17,TRUE
97,0,0,1,2,0.3,TRUE
85,1,2,0,2,0.03,TRUE
50,0,2,1,0,0.07,TRUE
51,0,1,1,2,0.26,FALSE
87,1,2,0,2,0.36,TRUE
67,1,0,0,1,0.35,TRUE
49,0,1,1,1,0.32,TRUE
92,1,1,1,1,0.44,TRUE
28,0,0,1,2,0.18,FALSE
81,1,2,1,1,0.4,TRUE
14,2,2,1,2,0.55,TRUE
80,1,2,0,1,0.16,TRUE
89,1,2,1,1,0.46,FALSE
3,1,3,1,1,0.31,FALSE
69,0,1,0,2,0.2,TRUE
70,1,1,0,2,0.61,FALSE
95,0,3,1,2,0.34,TRUE
68,0,2,1,2,0.23,TRUE
67,1,1,0,1,0.3,TRUE
60,1,0,1,0,0.17,TRUE
68,2,2,0,1,0.27,TRUE
99,1,0,1,1,0.2,TRUE
44,1,2,1,1,0.21,FALSE
74,1,1,0,0,0.47,FALSE
55,0,1,0,1,0.1,TRUE
69,0,3,0,2,0.22,FALSE
78,1,1,0,0,0.48,FALSE
34,1,0,0,1,0.3,TRUE
2,0,0,0,0,0.11,TRUE
79,0,0,1,0,0.03,TRUE
34,0,2,1,1,0.15,TRUE
4,1,0,0,1,0.21,FALSE
12,1,3,1,0,0.59,TRUE
13,0,1,1,1,0.41,TRUE
73,0,2,0,2,0.17,TRUE
4,0,1,1,1,0.32,TRUE
31,1,3,1,1,0.21,TRUE
44,0,2,1,2,0.21,TRUE
56,0,3,1,2,0.31,FALSE
6,1,2,1,1,0.47,TRUE
71,1,1,1,1,0.09,TRUE
62,0,2,1,2,0.31,TRUE
82,1,0,1,2,0.38,FALSE
94,1,1,1,1,0.11,TRUE
22,0,1,1,0,0.4,TRUE
78,0,2,0,1,0.62,FALSE
12,1,1,0,1,0.09,FALSE
48,0,1,0,0,0.22,TRUE
46,1,0,1,0,0.12,FALSE
72,0,1,1,2,0.38,TRUE
25,0,3,1,1,0.23,TRUE
42,0,2,0,1,0.21,FALSE
75,0,2,0,1,0.35,TRUE
55,1,1,1,0,0.08,TRUE
25,0,1,1,2,0.21,TRUE
80,1,2,1,0,0.24,FALSE
81,0,1,0,2,0.41,TRUE
54,1,2,1,1,0.21,TRUE
92,0,3,0,1,0.06,FALSE
68,1,1,1,2,0.21,FALSE
98,0,2,1,1,0.1,TRUE
26,0,2,1,1,0.3,TRUE
6,0,1,1,1,0.25,TRUE
52,0,2,0,1,0.48,FALSE
85,1,1,1,2,0.16,TRUE
64,0,2,1,0,0.15,TRUE
58,1,2,1,2,0.08,TRUE
57,1,1,1,1,0.24,TRUE
72,1,0,1,2,0.21,FALSE
68,1,1,0,1,0.26,TRUE
75,1,0,1,2,0.05,FALSE
34,0,0,1,1,0.08,TRUE
2,1,3,0,1,0.18,TRUE
83,1,1,1,2,0.69,TRUE
39,0,1,1,2,0.38,TRUE
67,1,1,1,2,0.28,TRUE
73,0,2,0,2,0.17,FALSE
95,1,2,1,1,0.19,TRUE
76,1,1,1,1,0.39,TRUE
12,0,2,0,2,0.02,TRUE
73,1,0,1,1,0.28,TRUE
39,1,2,1,1,0.24,TRUE
32,1,0,1,1,0.5,TRUE
69,0,1,1,2,0.25,TRUE
72,0,0,0,2,0.5,TRUE
32,1,3,0,2,0.17,TRUE
22,1,1,1,1,0.44,TRUE
88,1,3,0,1,0.32,TRUE
51,1,1,1,2,0.03,FALSE
91,1,3,1,1,0.29,FALSE
41,0,1,1,1,0.41,FALSE
50,0,1,1,2,0.23,TRUE
17,0,2,0,1,0.23,TRUE
45,1,0,0,2,0.18,TRUE
59,1,0,1,1,0.33,FALSE
44,0,1,0,1,0.09,FALSE
32,0,1,0,2,0.2,TRUE
48,0,1,1,1,0.4,FALSE
30,1,2,1,2,0.22,FALSE
28,1,0,1,1,0.2,TRUE
83,1,0,1,1,0.44,TRUE
18,1,1,1,1,0.33,FALSE
20,0,0,0,1,0.08,TRUE
74,1,0,1,1,0.43,TRUE
11,0,2,0,0,0.07,FALSE
60,1,1,1,2,0.31,TRUE
34,1,2,0,1,0.32,FALSE
39,0,0,0,2,0.52,TRUE
38,0,1,0,2,0.55,TRUE
17,1,1,0,0,0.36,TRUE
49,1,1,1,2,0.18,TRUE
87,0,2,0,0,0.31,FALSE
71,0,0,1,2,0.39,FALSE
6,1,2,0,1,0.25,TRUE
56,0,1,1,2,0.18,FALSE
24,1,0,0,1,0.44,TRUE
60,1,1,1,2,0.21,TRUE
72,2,1,0,1,0.13,TRUE
4,0,0,1,0,0.25,TRUE
81,0,2,0,1,0.25,TRUE
66,0,1,0,1,0.25,TRUE
22,0,1,0,2,0.1,TRUE
51,1,0,1,2,0.01,TRUE
51,1,1,0,0,0.38,TRUE
16,1,0,0,1,0.31,FALSE
85,0,1,1,1,0.29,TRUE
40,1,1,1,2,0.33,TRUE
8,1,1,1,0,0.29,FALSE
71,0,1,1,2,0.04,TRUE
64,1,3,0,1,0.17,TRUE
71,1,1,1,1,0.18,TRUE
4,1,1,1,0,0.04,TRUE
25,0,2,1,2,0.24,FALSE
59,0,1,0,1,0.21,FALSE
70,0,1,1,0,0.43,FALSE
82,1,0,1,1,0.09,TRUE
79,0,2,1,0,0.16,TRUE
85,0,2,0,1,0.36,TRUE
16,0,1,0,0,0.21,TRUE
55,0,1,1,1,0.1,FALSE
24,0,2,0,2,0.53,TRUE
11,0,1,1,2,0.31,FALSE
71,0,1,1,1,0.12,FALSE
42,1,1,1,1,0.47,TRUE
3,1,1,0,1,0.2,FALSE
41,2,1,0,1,0.41,FALSE
22,1,0,1,2,0.66,TRUE
26,1,1,1,1,0.23,FALSE
4,1,1,0,2,0.13,TRUE
16,0,0,1,1,0.22,TRUE
63,1,2,1,2,0.27,TRUE
17,1,1,0,0,0.32,FALSE
19,1,1,0,0,0.14,FALSE
79,1,0,1,2,0.23,TRUE
7,0,0,1,1,0.25,TRUE
66,1,1,1,1,0.23,FALSE
55,0,1,1,1,0.16,TRUE
45,0,0,1,1,0.74,TRUE
87,1,1,1,2,0.19,FALSE
72,1,1,1,1,0.19,TRUE
1,0,0,1,2,0.16,TRUE
17,1,1,1,2,0.35,FALSE
39,0,2,1,1,0.09,FALSE
8,0,2,1,1,0.12,TRUE
57,0,1,0,2,0.25,FALSE
85,1,0,1,0,0.1,TRUE
50,1,1,0,2,0.17,TRUE
55,1,1,1,0,0.3,TRUE
26,0,2,0,1,0.4,TRUE
95,1,0,1,2,0.46,TRUE
53,0,0,0,1,0.37,TRUE
33,0,0,0,1,0.59,FALSE
30,1,1,1,0,0.44,TRUE
94,0,0,1,1,0.06,TRUE
36,0,0,0,1,0.36,TRUE
21,0,2,1,1,0.02,TRUE
41,0,1,0,1,0.57,FALSE
37,0,1,0,1,0.29,TRUE
21,0,0,0,1,0.48,TRUE
29,0,1,1,0,0.37,TRUE
8,1,0,0,1,0.4,TRUE
52,0,0,0,1,0.29,TRUE
39,1,1,1,2,0.02,TRUE
69,1,0,0,2,0.1,TRUE
14,1,1,0,2,0.12,TRUE
85,2,0,1,0,0.15,TRUE
38,1,0,0,0,0.5,TRUE
15,0,1,1,2,0.27,TRUE
30,1,0,1,2,0.31,TRUE
71,1,1,0,2,0.15,TRUE
27,0,0,1,1,0.09,TRUE
72,1,1,0,0,0.04,FALSE
35,2,1,1,2,0.17,TRUE
41,1,0,1,2,0.28,TRUE
53,1,2,1,1,0.27,FALSE
61,0,0,1,1,0.35,TRUE
95,0,1,1,1,0.21,FALSE
45,0,3,1,1,0.31,TRUE
30,0,2,1,1,0.55,TRUE
91,0,2,0,0,0.32,TRUE
1,0,1,1,2,0.21,TRUE
33,0,3,0,0,0.08,TRUE
78,2,1,1,2,0.18,FALSE
7,0,0,1,1,0.15,TRUE
62,1,0,1,1,0.42,TRUE
22,0,1,1,0,0.16,TRUE
51,1,3,0,0,0.44,TRUE
69,1,2,1,1,0.19,TRUE
85,0,1,1,1,0.47,FALSE
55,0,0,0,1,0.05,TRUE
31,0,2,1,1,0.31,FALSE
54,0,1,1,2,0.19,FALSE
27,0,0,1,2,0.33,TRUE
44,1,0,1,1,0.14,FALSE
79,0,1,1,2,0.29,FALSE
87,0,1,1,1,0.5,TRUE
60,0,1,0,1,0.36,TRUE
53,1,1,1,1,0.15,FALSE
17,1,2,0,1,0.41,TRUE
94,2,0,1,1,0.53,TRUE
36,0,0,0,2,0.3,TRUE
66,1,0,1,2,0.37,TRUE
2,0,2,1,2,0.27,FALSE
97,0,1,1,2,0.37,FALSE
20,0,1,1,0,0.27,TRUE
10,0,1,1,1,0.1,TRUE
69,0,2,1,0,0.35,FALSE
58,0,1,1,0,0.32,FALSE
81,1,1,1,2,0.5,TRUE
47,1,0,1,2,0.13,FALSE
63,0,3,1,2,0.26,FALSE
39,0,2,1,2,0.6,FALSE
62,2,0,0,1,0.6,FALSE
82,1,0,1,2,0.2,TRUE
60,0,1,1,2,0.26,TRUE
73,1,2,1,2,0.75,FALSE
74,0,0,1,1,0.3,TRUE
32,1,1,1,1,0.63,FALSE
63,0,0,1,1,0.47,TRUE
39,1,0,1,1,0.5,TRUE
18,1,1,1,1,0.6,FALSE
24,0,2,0,1,0.13,TRUE
2,0,0,0,1,0.15,TRUE
16,0,1,0,1,0.05,FALSE
79,0,2,0,1,0.15,TRUE
51,0,0,0,1,0.16,TRUE
84,0,1,0,1,0.42,FALSE
54,1,2,0,1,0.18,FALSE
56,1,2,0,2,0.14,FALSE
62,1,1,1,1,0.46,TRUE
71,1,0,0,1,0.04,TRUE
82,0,0,1,0,0.26,TRUE
89,1,0,1,2,0.18,TRUE
77,0,3,1,2,0.18,FALSE
60,0,2,1,1,0.43,TRUE
75,0,0,1,1,0.15,FALSE
72,0,1,1,1,0.39,FALSE
91,0,0,0,2,0.05,TRUE
20,0,2,1,2,0.25,TRUE
64,1,2,0,0,0.12,TRUE
98,0,1,1,2,0.3,TRUE
68,1,0,1,0,0.4,TRUE
79,1,1,1,1,0.58,TRUE
77,1,1,0,1,0.58,TRUE
49,0,1,0,2,0.53,FALSE
86,0,1,1,1,0.12,FALSE
26,0,1,0,0,0.14,FALSE
52,0,1,0,1,0.06,FALSE
61,0,0,0,1,0.5,TRUE
9,1,2,1,2,0.53,FALSE
5,1,0,1,1,0.1,TRUE
30,0,1,1,1,0.31,TRUE
4,1,2,1,2,0,TRUE
31,1,1,0,2,0.34,TRUE
14,0,1,1,1,0.23,FALSE
25,0,0,1,1,0.14,TRUE
28,0,1,1,1,0.27,FALSE
15,1,0,1,1,0.25,TRUE
67,0,1,0,2,0.31,TRUE
95,0,0,1,1,0.19,TRUE
77,0,3,1,1,0.14,TRUE
9,0,1,1,2,0.42,FALSE
66,1,2,0,0,0.23,TRUE
23,0,1,0,1,0.08,TRUE
48,1,1,1,2,0.16,TRUE
33,2,1,1,0,0.47,TRUE
28,1,2,1,0,0.23,TRUE
63,0,0,1,0,0.17,FALSE
8,1,1,1,0,0.16,TRUE
36,1,0,1,1,0.62,FALSE
2,1,1,1,1,0.35,FALSE
24,0,1,1,1,0.22,FALSE
22,1,2,1,2,0.06,TRUE
79,0,0,1,1,0.16,TRUE
24,0,1,1,1,0.41,TRUE
69,1,2,0,0,0.2,FALSE
91,1,1,1,2,0.14,TRUE
97,0,1,0,1,0.09,TRUE
53,0,1,1,1,0.49,TRUE
85,1,2,1,1,0.3,TRUE
81,0,1,0,2,0.08,FALSE
58,0,2,1,2,0.13,TRUE
35,1,3,1,1,0.44,FALSE
55,1,0,1,1,0.22,TRUE
26,1,2,1,2,0.25,TRUE
46,0,0,0,1,0.11,FALSE
25,0,0,0,1,0.22,FALSE
85,1,1,1,1,0.04,FALSE
11,0,1,1,1,0.34,TRUE
24,0,0,1,1,0.28,TRUE
78,1,3,0,0,0.58,FALSE
24,0,0,0,1,0.19,FALSE
73,1,1,1,1,0.09,TRUE
2,0,1,1,0,0.35,TRUE
6,1,0,1,2,0.14,TRUE
25,1,2,1,1,0.52,FALSE
81,1,2,0,1,0.08,FALSE
3,0,3,0,1,0.42,TRUE
5,1,2,1,1,0.14,TRUE
32,0,1,1,1,0.26,TRUE
48,1,0,1,2,0.2,TRUE
55,1,2,0,2,0.2,TRUE
93,0,0,1,1,0.17,FALSE
36,0,2,0,1,0.15,TRUE
36,1,0,1,2,0.24,TRUE
25,0,0,0,1,0.29,FALSE
56,1,1,1,1,0.56,TRUE
28,0,1,0,2,0.14,TRUE
35,0,3,0,2,0.27,TRUE
13,0,3,0,2,0.5,TRUE
79,0,2,0,2,0.29,FALSE
60,1,3,1,1,0.2,TRUE
27,0,0,0,0,0.15,TRUE
75,0,1,1,2,0.29,FALSE
6,1,2,1,0,0.03,TRUE
56,1,0,1,0,0.45,TRUE
27,1,1,1,2,0.13,TRUE
42,1,2,1,2,0.61,FALSE
94,1,1,0,0,0.35,FALSE
97,1,2,1,1,0.64,FALSE
38,1,2,1,1,0.72,TRUE
55,0,2,1,1,0.64,FALSE
19,0,1,0,1,0.34,TRUE
86,1,0,1,1,0.29,TRUE
13,0,1,0,1,0.43,TRUE
68,1,1,1,1,0.37,TRUE
6,1,1,1,1,0.12,TRUE
29,0,1,0,1,0.05,TRUE
94,1,0,1,0,0.3,TRUE
89,0,2,0,2,0.28,TRUE
61,0,0,1,2,0.23,TRUE
15,1,2,1,1,0.35,TRUE
12,0,0,1,0,0.78,TRUE
21,0,2,1,2,0.15,FALSE
82,0,0,0,1,0.2,TRUE
25,1,1,1,1,0.22,TRUE
38,0,3,0,2,0.39,TRUE
69,0,1,1,2,0.56,TRUE
76,0,0,1,0,0.09,TRUE
49,1,1,1,2,0.65,TRUE
29,0,0,1,2,0.1,TRUE
62,0,0,0,2,0.06,TRUE
42,1,1,0,1,0.13,TRUE
22,0,2,0,1,0.44,TRUE
95,0,2,1,1,0.1,TRUE
48,1,1,1,1,0.4,FALSE
28,1,1,1,2,0.2,FALSE
23,0,2,1,1,0.07,TRUE
53,0,2,1,1,0.54,TRUE
16,0,3,0,1,0.12,FALSE
60,1,1,1,1,0.42,TRUE
40,0,2,0,0,0.02,TRUE
97,1,1,1,2,0.52,TRUE
39,0,2,1,1,0.22,TRUE
68,0,0,0,2,0.29,TRUE
6,1,1,1,2,0.12,TRUE
47,0,1,0,0,0.71,TRUE
11,0,0,1,1,0.56,FALSE
10,0,1,0,1,0.38,TRUE
31,1,0,1,2,0.38,TRUE
71,1,0,1,2,0.52,TRUE
14,0,1,1,1,0.15,TRUE
59,1,1,0,2,0.24,TRUE
6,1,0,1,1,0.06,TRUE
58,0,1,0,0,0.43,TRUE
18,1,1,0,2,0.15,TRUE
33,0,2,1,1,0.52,FALSE
30,1,3,1,1,0.24,FALSE
84,0,1,1,1,0.12,TRUE
92,1,3,1,1,0.2,TRUE
1,1,0,1,1,0.17,FALSE
57,1,2,0,1,0.58,TRUE
81,1,0,1,2,0.24,TRUE
59,0,0,1,1,0.13,TRUE
26,0,0,1,1,0.03,TRUE
53,0,0,1,1,0.63,TRUE
18,1,1,1,1,0.56,TRUE
24,0,1,1,1,0.09,TRUE
18,0,2,1,1,0.15,FALSE
39,1,3,0,1,0.26,TRUE
79,0,0,1,0,0.17,FALSE
36,0,2,1,2,0.31,TRUE
90,0,1,1,1,0.26,FALSE
32,0,3,1,2,0.32,FALSE
84,0,0,0,0,0.28,TRUE
70,1,0,1,1,0.06,TRUE
91,0,1,1,1,0.15,FALSE
72,0,0,1,1,0.07,TRUE
39,0,2,0,1,0.36,TRUE
86,1,1,1,1,0.22,TRUE
37,0,2,0,1,0.52,FALSE
38,1,0,1,2,0.4,TRUE
71,1,2,1,1,0.03,TRUE
73,1,1,0,2,0.29,TRUE
34,2,3,0,2,0.23,TRUE
98,1,1,1,1,0.2,TRUE
28,0,0,1,2,0.39,TRUE
63,0,0,0,2,0.51,FALSE
73,1,0,0,1,0.03,TRUE
30,0,2,0,1,0.28,TRUE
41,0,0,1,2,0.28,TRUE
95,0,1,0,1,0.15,TRUE
8,0,1,0,2,0.27,TRUE
8,1,0,1,1,0.21,TRUE
78,0,2,0,0,0.72,TRUE
9,1,1,0,0,0.24,TRUE
98,0,0,1,0,0.43,TRUE
25,1,1,1,1,0.39,TRUE
9,1,2,0,2,0.48,FALSE
64,0,2,0,2,0.3,TRUE
3,0,0,1,1,0.36,TRUE
96,1,1,0,2,0.51,TRUE
27,1,0,1,2,0.14,FALSE
74,1,1,1,0,0.34,TRUE
66,1,0,1,2,0.18,TRUE
82,2,0,0,2,0.19,TRUE
59,0,1,0,2,0.23,TRUE
40,1,1,0,1,0.45,FALSE
24,0,2,1,0,0.59,TRUE
23,1,2,1,0,0.37,TRUE
41,1,2,1,0,0.36,TRUE
53,1,2,0,1,0.3,TRUE
49,0,0,1,1,0.08,TRUE
66,1,0,1,1,0.09,FALSE
61,1,1,0,1,0.4,TRUE
64,0,0,1,2,0.17,TRUE
34,0,0,0,1,0.7,TRUE
27,0,0,1,2,0.07,TRUE
64,0,0,1,2,0.15,TRUE
60,0,2,1,2,0.25,FALSE
35,0,1,1,2,0.28,TRUE
53,0,0,1,1,0.39,TRUE
72,0,2,1,1,0.34,FALSE
71,0,3,1,1,0.1,TRUE
58,1,1,1,1,0.13,TRUE
13,0,2,0,1,0.22,TRUE
76,1,2,1,1,0.29,FALSE
77,0,1,1,1,0.09,FALSE
53,1,1,0,2,0.32,TRUE
17,1,1,1,2,0.63,TRUE
57,1,0,0,2,0.28,TRUE
60,1,2,0,1,0.21,FALSE
15,1,0,1,2,0.16,FALSE
78,1,1,1,2,0.55,TRUE
19,0,0,0,2,0.1,TRUE
35,0,2,0,1,0.41,FALSE
18,0,2,1,1,0.26,TRUE
17,0,1,1,2,0.2,TRUE
84,1,1,1,2,0.59,TRUE
25,0,1,1,2,0.39,FALSE
37,0,3,0,0,0.27,TRUE
23,0,1,1,0,0.53,TRUE
23,1,1,1,1,0.32,TRUE
75,1,2,1,1,0.18,TRUE
46,0,1,1,0,0.32,FALSE
84,1,0,1,1,0.22,FALSE
7,1,1,0,0,0.33,TRUE
87,1,0,1,2,0.41,FALSE
62,1,2,0,1,0.07,TRUE
23,1,3,1,2,0.35,TRUE
91,0,0,1,0,0.34,TRUE
85,1,1,1,1,0.1,TRUE
21,1,1,0,2,0.12,TRUE
58,1,1,0,1,0.4,TRUE
96,1,1,0,1,0.31,TRUE
50,1,0,1,1,0.23,FALSE
28,1,3,1,1,0.3,TRUE
66,0,2,0,1,0.51,TRUE
93,0,1,0,0,0.16,TRUE
9,0,1,1,1,0.22,FALSE
35,1,0,1,1,0.46,TRUE
61,1,1,1,2,0.5,TRUE
68,0,1,1,1,0.2,TRUE
86,1,3,1,2,0.77,FALSE
23,1,1,1,2,0.23,TRUE
6,0,0,1,2,0.19,FALSE
84,1,2,1,2,0.14,FALSE
69,1,0,1,1,0.59,FALSE
12,0,1,0,2,0.19,TRUE
59,0,1,1,1,0.33,TRUE
65,1,3,0,2,0.03,TRUE
39,1,1,1,1,0.25,TRUE
41,0,2,1,0,0.42,TRUE
3,1,0,0,0,0.36,FALSE
42,0,3,0,1,0.06,FALSE
43,0,1,1,1,0.23,TRUE
85,1,2,1,2,0.21,TRUE
66,0,2,1,0,0.15,TRUE
96,0,0,1,1,0.21,TRUE
29,1,2,1,1,0.37,TRUE
47,0,0,1,0,0.09,TRUE
92,1,3,1,1,0.11,TRUE
97,1,0,1,2,0.32,TRUE
26,0,1,1,0,0.04,FALSE
15,0,1,0,2,0.14,TRUE
45,1,1,0,1,0.2,TRUE
90,1,1,0,2,0.11,TRUE
73,0,2,1,1,0.29,TRUE
61,1,3,1,1,0.35,TRUE
85,1,0,1,2,0.06,TRUE
20,0,1,1,2,0.48,FALSE
49,1,2,0,2,0.23,TRUE
27,0,2,1,2,0.24,TRUE
65,0,1,1,1,0.37,FALSE
9,1,1,0,2,0.45,FALSE
58,1,1,0,2,0.24,TRUE
51,1,1,1,2,0.15,FALSE
38,0,1,1,2,0.12,FALSE
84,2,2,1,0,0.26,TRUE
19,0,1,1,2,0.23,FALSE
44,1,0,1,1,0.34,TRUE
11,1,1,1,1,0.49,FALSE
78,0,1,0,1,0.12,FALSE
89,0,3,1,1,0.14,TRUE
76,0,1,1,2,0.22,TRUE
45,0,2,1,1,0.64,TRUE
7,1,1,0,2,0.28,TRUE
3,0,3,0,2,0.33,TRUE
80,1,2,1,1,0.25,TRUE
62,0,2,1,0,0.05,TRUE
1,1,1,1,2,0.14,FALSE
15,1,2,1,2,0.25,FALSE
44,0,1,1,2,0.49,TRUE
11,2,1,1,1,0.23,TRUE
1,1,1,1,2,0.18,TRUE
3,1,2,1,1,0.3,FALSE
22,0,0,1,1,0.37,TRUE
43,0,1,0,2,0.75,TRUE
6,0,2,1,1,0.2,TRUE
22,1,1,1,1,0.24,TRUE
50,1,0,0,2,0.24,TRUE
28,0,0,0,2,0.33,TRUE
78,2,1,0,0,0.39,TRUE
96,1,1,1,2,0.21,TRUE
29,1,2,0,2,0.32,TRUE
5,0,2,1,2,0.1,TRUE
35,2,2,0,2,0.21,FALSE
11,1,0,0,1,0.55,TRUE
1,0,2,0,1,0.5,TRUE
7,0,1,1,2,0.43,FALSE
3,0,1,1,1,0.39,TRUE
86,1,1,0,2,0.08,FALSE
31,1,1,0,1,0.24,TRUE
3,1,0,1,0,0.64,TRUE
17,0,1,0,1,0.11,FALSE
18,2,2,0,1,0.15,TRUE
79,1,1,1,1,0.57,FALSE
99,1,0,0,2,0.13,TRUE
80,1,2,0,1,0.4,FALSE
94,1,2,0,2,0.16,FALSE
99,0,0,1,0,0.55,TRUE
17,0,3,0,2,0.41,FALSE
79,0,2,1,1,0.34,FALSE
42,0,0,0,1,0.64,TRUE
27,1,2,1,1,0.1,TRUE
65,0,3,0,2,0.31,TRUE
30,0,1,1,1,0.3,FALSE
30,1,0,1,0,0.44,TRUE
69,1,1,0,1,0.39,TRUE
65,1,1,1,0,0.42,TRUE
4,1,0,1,2,0.15,TRUE
11,1,0,1,1,0.42,TRUE
58,0,2,1,1,0.3,TRUE
13,1,1,1,0,0.55,TRUE
10,1,1,1,1,0.09,TRUE
88,0,1,1,1,0.77,TRUE
84,1,2,1,2,0.37,TRUE
18,1,1,1,2,0.28,TRUE
87,0,1,1,1,0.23,FALSE
42,1,2,0,1,0.22,TRUE
99,1,1,1,2,0.35,TRUE
44,0,2,1,1,0.28,TRUE
62,0,2,1,0,0.03,FALSE
91,2,3,1,1,0.3,TRUE
79,0,1,0,1,0.44,TRUE
24,1,2,0,2,0.5,FALSE
30,1,1,0,1,0.36,FALSE
65,1,1,1,2,0.48,FALSE
41,0,0,0,2,0.46,TRUE
67,1,1,1,1,0.1,FALSE
24,0,3,0,1,0.15,TRUE
32,1,0,0,2,0.14,FALSE
63,2,1,0,2,0.18,TRUE
4,1,0,1,2,0.24,TRUE
98,0,0,0,1,0.46,TRUE
1,0,0,1,1,0.27,TRUE
21,0,0,0,1,0.47,TRUE
8,2,1,1,2,0.17,TRUE
46,1,0,1,1,0.11,TRUE
12,1,2,0,2,0.11,TRUE
1,1,0,1,1,0.21,TRUE
22,0,0,1,2,0.4,TRUE
78,1,0,1,1,0.53,FALSE
89,1,0,0,1,0.43,FALSE
28,1,1,1,1,0.39,TRUE
72,1,0,1,2,0.24,TRUE
64,0,3,1,2,0.38,FALSE
40,0,0,1,1,0.14,TRUE
89,0,0,0,2,0.32,TRUE
55,1,3,0,1,0.26,TRUE
87,0,3,0,2,0.46,TRUE
60,0,0,1,2,0.11,TRUE
41,2,1,1,1,0.18,TRUE
80,1,1,1,1,0.25,TRUE
59,0,2,0,1,0.29,FALSE
68,1,3,0,1,0.09,TRUE
36,0,2,1,1,0.18,TRUE
33,0,1,0,0,0.4,TRUE
94,0,0,1,0,0.25,TRUE
45,0,0,0,2,0.21,TRUE
75,0,2,0,2,0.35,TRUE
50,0,1,1,1,0.1,TRUE
47,1,0,1,2,0.45,FALSE
77,1,2,0,2,0.4,TRUE
44,1,0,1,1,0.43,FALSE
68,1,0,1,2,0.23,TRUE
88,0,0,0,1,0.26,TRUE
33,0,0,0,2,0.21,TRUE
97,1,2,1,2,0.27,TRUE
76,1,1,1,1,0.15,TRUE
21,0,0,0,2,0.39,FALSE
97,1,1,1,1,0.3,TRUE
46,1,0,0,0,0.26,TRUE
97,0,2,1,1,0.28,FALSE
73,1,0,1,1,0.16,FALSE
31,1,1,0,1,0.06,TRUE
62,0,0,1,1,0.22,TRUE
94,0,3,1,1,0.29,TRUE
16,1,0,1,1,0.32,TRUE
12,1,1,1,2,0.1,TRUE
54,1,1,0,2,0.3,TRUE
9,1,2,0,2,0.19,TRUE
35,0,1,1,0,0.36,TRUE
53,0,0,0,2,0.3,TRUE
43,0,0,1,1,0.07,TRUE
70,0,3,0,1,0.28,TRUE
89,2,3,1,1,0.24,TRUE
56,1,0,1,1,0.55,TRUE
64,1,0,1,0,0.49,FALSE
28,1,1,1,1,0.41,FALSE
87,1,1,1,1,0.28,FALSE
29,1,2,1,0,0.1,FALSE
86,1,3,1,1,0.39,TRUE
58,0,0,1,1,0.33,TRUE
24,1,0,1,2,0.56,TRUE
20,0,0,1,1,0.23,FALSE
27,1,0,1,1,0.16,TRUE
97,1,1,1,1,0.32,TRUE
19,1,1,0,2,0.26,FALSE
90,0,2,1,1,0.3,TRUE
38,1,1,1,1,0.22,FALSE
60,1,2,1,2,0.34,TRUE
3,0,1,1,1,0.61,FALSE
23,0,3,1,2,0.11,TRUE
59,1,1,1,1,0.2,FALSE
91,0,2,1,0,0.26,TRUE
